cgpa,department,programming_skill_score,problem_solving_score,database_skill_score,coding_contest_rating,coding_contest_platform,internships_count,hackathons_participated,freelance_experience,certifications_count,projects_count,github_repos,communication_skill_score,teamwork_score,learning_consistency_score,aptitude_test_score,mock_interview_score,resume_quality_score,leadership_score,extracurricular_score,presentation_skill_score,employability_score,placement_status
3.47,B.B.A,77,63,71,1617,CodeChef,1,1,0,2,3,13,81,74,72,71,69,82,69,27,80,66.94,0
3.7,CSE,100,92,92,2122,HackerRank,2,5,1,3,5,20,90,94,97,100,100,100,93,92,91,93.48,1
2,CSE,10,15,5,391,CodeChef,0,0,1,1,0,2,9,10,3,3,9,21,10,7,13,8.58,0
3.5,B.B.A,75,76,66,1611,CodeChef,3,2,1,5,2,8,78,78,80,66,73,100,71,48,80,75.21,1
3.13,CSE,65,63,58,1623,LeetCode,2,2,1,4,4,18,53,54,61,57,54,100,50,39,60,60.02,1
3.7,B.B.A,67,70,68,1331,CodeChef,0,3,0,4,3,12,85,77,80,69,72,78,74,61,70,69,1
2.95,CSE,56,55,46,1469,LeetCode,1,4,0,2,4,16,47,45,54,66,54,95,40,70,46,55.3,1
2.58,CSE,36,29,30,372,LeetCode,3,1,0,0,1,5,31,23,49,36,28,66,22,17,25,34.94,0
3.59,CSE,89,86,70,1947,CodeChef,2,4,0,5,2,11,82,58,82,81,78,100,67,79,65,78.3,1
2.4,CSE,30,20,24,413,CodeChef,0,2,0,2,0,1,24,16,16,25,21,24,12,32,20,22.25,1
3.64,CSE,89,72,90,1954,LeetCode,1,5,1,1,4,16,78,70,78,85,77,92,68,76,77,80.22,1
2.77,CSE,59,52,47,1071,LeetCode,2,2,0,2,2,8,31,36,51,46,35,76,39,38,46,43.81,1
4,CSE,94,90,75,1956,CodeChef,3,5,1,4,5,20,86,74,85,87,89,100,76,83,74,91.62,1
3.53,English,58,58,57,1229,LeetCode,3,3,1,1,1,8,72,66,62,62,61,79,67,53,75,69.34,1
2.62,CSE,30,26,34,812,HackerRank,1,2,0,4,0,1,21,29,28,36,23,43,13,43,11,26.08,0
4,CSE,100,98,91,2376,CodeChef,2,2,0,4,5,19,86,86,100,99,92,100,89,56,80,91.51,1
3.36,CSE,93,77,77,2238,Codeforces,1,4,0,3,4,17,75,67,76,84,83,100,70,65,73,76.43,1
3.33,CSE,74,73,68,1623,CodeChef,1,0,0,4,3,12,57,43,67,67,57,96,54,25,57,59.42,0
2.64,CSE,41,40,34,811,Codeforces,0,0,0,1,1,4,36,23,40,36,40,30,35,1,38,33.89,0
2.92,B.B.A,36,36,21,507,CodeChef,0,2,0,2,1,4,41,52,25,24,36,41,33,34,46,33.05,1
2.15,Pharmacy,9,10,14,274,CodeChef,0,1,0,0,1,3,26,11,3,6,21,30,4,12,18,12.44,0
3.89,CSE,84,90,70,2025,HackerRank,3,2,1,3,4,16,91,72,95,97,88,100,71,52,78,89.86,1
3.49,EEE,89,88,60,1823,CodeChef,2,2,1,2,4,16,70,73,85,80,66,100,65,34,70,76.4,1
2.64,CSE,43,44,41,886,LeetCode,2,1,0,4,2,9,32,25,44,36,26,92,29,28,32,35.53,0
3.44,CSE,69,67,68,1648,CodeChef,2,2,0,3,4,16,63,61,77,72,63,100,54,35,51,69.22,0
3.04,CSE,44,39,40,922,LeetCode,1,2,0,1,3,11,36,28,52,45,38,70,40,35,36,42.45,0
3.87,CSE,92,79,61,1753,CodeChef,3,4,0,3,4,18,85,75,89,83,77,100,73,72,75,82.85,1
2.69,English,40,39,31,759,LeetCode,0,1,0,2,2,8,50,46,38,35,44,51,42,10,40,34.47,0
3.16,English,49,51,45,1150,HackerRank,1,1,1,2,4,17,57,54,35,38,47,96,54,28,51,48.34,0
2.09,EEE,35,32,15,275,Codeforces,0,2,0,1,1,3,27,32,18,25,28,33,14,37,31,22.33,1
2.64,CSE,31,38,30,919,HackerRank,1,2,0,1,1,5,34,37,48,46,39,49,18,26,24,36.65,0
3.74,CSE,100,98,85,2415,CodeChef,2,5,1,4,5,19,99,81,97,90,88,100,65,92,87,93.87,1
3.41,CSE,90,78,70,2084,CodeChef,1,3,0,3,4,16,77,78,78,79,75,100,70,58,64,72.14,1
4,English,73,86,59,1820,Codeforces,2,4,0,3,3,11,100,92,85,80,84,95,86,88,87,83.94,1
3.75,EEE,97,89,78,2250,HackerRank,2,4,1,3,5,20,88,72,98,92,85,100,70,77,74,89.74,1
3.86,B.B.A,93,87,76,1905,LeetCode,2,3,0,3,3,13,92,86,87,83,92,94,94,74,90,85.9,1
2.73,CSE,43,51,55,1065,Codeforces,0,3,1,2,5,20,39,41,44,44,38,100,36,50,42,43.8,0
2.81,CSE,45,59,52,1172,Codeforces,0,2,1,1,2,9,39,39,44,43,43,49,26,38,45,43.31,0
2.48,CSE,43,33,28,794,HackerRank,1,0,1,2,1,3,32,26,44,43,31,46,26,0,28,32.84,0
2.23,CSE,31,37,30,643,CodeChef,1,1,0,0,0,0,19,17,25,31,29,24,24,14,24,26,0
3.81,Pharmacy,87,67,69,1865,LeetCode,2,5,0,5,4,17,86,79,77,84,82,100,71,93,88,82.13,1
3.59,EEE,91,80,76,1825,CodeChef,3,4,1,2,5,20,76,76,90,87,81,100,77,76,81,85.07,1
2.36,CSE,15,9,12,113,HackerRank,0,3,0,1,0,0,15,12,6,15,6,12,12,56,20,12.72,0
2.35,CSE,43,33,31,726,Codeforces,0,1,0,0,4,17,20,13,27,29,22,78,8,40,35,25.2,1
2.5,EEE,40,44,27,781,LeetCode,1,1,1,4,0,0,40,34,45,50,39,50,27,31,38,37.3,0
2.4,EEE,28,21,15,508,Codeforces,1,1,1,0,0,1,21,15,12,19,18,32,0,23,20,23.46,0
2.94,English,30,21,29,420,Codeforces,0,2,0,0,0,0,44,25,26,37,44,0,49,43,41,33.03,0
3.1,EEE,41,45,25,990,HackerRank,1,0,1,1,4,15,26,27,45,39,29,91,28,0,35,38.35,0
3.87,Pharmacy,100,92,76,2325,Codeforces,2,4,0,3,4,17,99,88,97,97,98,100,79,74,79,92.94,1
3.28,CSE,87,82,67,1989,HackerRank,1,3,0,4,4,15,78,68,80,83,79,100,69,61,74,72.97,1
2.9,CSE,24,32,11,416,Codeforces,1,1,0,0,2,9,21,9,23,17,20,57,17,23,13,27.19,0
3.42,EEE,93,89,94,2139,LeetCode,3,1,1,3,5,20,88,86,86,93,86,100,80,36,74,89.09,1
3.78,CSE,98,100,83,2327,Codeforces,3,4,0,4,5,20,93,88,93,100,96,100,86,89,89,94.59,1
3.84,EEE,92,89,73,1849,LeetCode,2,4,1,4,4,17,84,78,79,86,74,100,78,72,70,84.62,1
2.4,CSE,39,30,29,562,Codeforces,1,3,0,3,1,5,33,15,27,34,33,64,26,51,18,30.32,1
3.03,EEE,70,63,54,1160,LeetCode,0,4,1,3,3,11,65,49,60,60,63,72,49,69,51,58.79,1
3.6,EEE,80,82,68,1842,HackerRank,1,4,0,1,5,20,72,67,79,88,75,100,74,74,82,77.62,1
2.66,CSE,30,20,25,311,CodeChef,1,0,1,2,1,5,17,13,25,19,14,50,14,0,17,24.03,0
4,Civil,100,96,78,1982,CodeChef,3,3,0,5,4,15,85,82,100,99,91,100,94,62,83,93.41,1
3.67,CSE,99,100,87,2441,LeetCode,3,4,0,4,5,20,94,98,98,100,89,100,92,80,89,93.53,1
2.73,Pharmacy,52,57,45,1129,HackerRank,1,2,0,4,4,16,61,54,55,51,55,100,53,44,53,50.74,0
2.75,CSE,58,51,57,1254,Codeforces,1,1,0,3,1,5,58,44,49,61,56,62,44,29,43,49.02,1
3.82,EEE,82,87,79,2093,CodeChef,3,4,1,1,4,17,85,74,91,85,84,100,82,87,72,86.91,1
2.36,CSE,31,23,25,507,Codeforces,1,0,0,2,3,12,30,10,21,38,37,84,19,0,28,30.78,0
3.5,EEE,87,88,75,1679,CodeChef,3,4,1,2,3,12,79,79,83,84,76,100,75,76,75,81.04,1
3.26,Pharmacy,63,63,42,1374,CodeChef,0,3,0,4,3,13,61,59,59,58,53,84,53,63,52,53.29,0
2.75,Civil,51,43,33,882,Codeforces,1,2,0,1,3,11,53,42,36,41,40,74,49,38,38,44.48,0
4,EEE,100,96,87,1964,CodeChef,2,5,1,4,5,20,97,84,99,99,95,100,84,100,97,97.39,1
3.82,EEE,95,97,86,2245,HackerRank,1,1,1,4,5,19,88,70,91,93,91,100,86,46,76,86,1
3.28,CSE,67,72,58,1499,HackerRank,1,2,0,3,3,12,61,40,66,69,62,88,60,47,68,59.77,1
2.82,EEE,35,35,12,353,LeetCode,1,0,1,1,2,6,28,19,19,20,21,51,12,15,30,29.61,0
2.42,EEE,39,45,26,989,Codeforces,0,2,0,2,2,6,29,20,42,32,31,46,15,32,30,27.63,0
3.46,Pharmacy,62,54,65,1344,HackerRank,2,0,1,2,3,12,60,46,58,62,57,98,59,3,68,62.85,1
3.33,B.B.A,60,63,61,1674,LeetCode,2,3,0,0,5,18,85,72,58,64,68,100,59,62,73,70.37,0
3.87,CSE,95,94,81,2343,CodeChef,1,3,1,5,4,16,100,86,98,96,100,100,84,61,100,91.02,1
2.66,EEE,38,29,24,694,HackerRank,0,2,0,0,3,11,18,29,34,35,27,51,21,51,27,29.36,1
3.49,CSE,71,66,74,1681,LeetCode,3,2,1,4,3,11,49,46,63,65,59,100,50,44,67,68.35,1
3.62,EEE,75,67,63,1703,CodeChef,3,4,1,3,3,11,66,47,72,77,77,100,71,64,68,77.09,1
2.81,CSE,55,59,52,1312,HackerRank,0,2,0,3,3,13,50,45,74,61,52,73,45,41,48,47.34,0
2.21,CSE,24,39,13,454,LeetCode,0,2,0,1,1,4,14,16,20,19,15,36,17,33,12,13.79,0
3.23,CSE,66,64,71,1588,LeetCode,1,3,1,2,3,12,53,48,60,65,51,84,55,60,63,59.2,1
2.07,CSE,24,29,20,522,CodeChef,0,1,1,1,0,1,13,23,18,21,16,15,22,10,20,16.38,0
3.42,EEE,79,80,77,1614,HackerRank,1,3,0,5,5,19,71,69,85,77,68,100,62,56,57,72.64,1
3.93,CSE,91,96,84,2405,Codeforces,2,3,1,5,3,14,100,89,90,91,91,100,84,71,94,91.53,1
3.43,B.B.A,66,66,71,1362,LeetCode,0,4,1,2,3,12,71,74,57,59,77,66,77,71,66,65.62,0
3.82,EEE,97,100,91,2307,LeetCode,3,5,1,5,3,13,97,81,88,94,91,100,86,90,83,96.33,1
2.72,CSE,66,54,30,1241,LeetCode,0,2,0,2,4,17,51,53,60,54,45,82,47,30,45,45.62,1
3.27,EEE,71,65,53,1512,HackerRank,3,4,1,4,3,12,62,57,74,68,60,100,68,68,57,69.65,1
3.9,CSE,86,86,83,2067,LeetCode,3,2,0,3,5,20,93,74,91,95,91,100,66,54,87,92.35,0
2.25,Pharmacy,8,11,0,233,CodeChef,2,0,0,0,0,0,3,22,18,6,6,38,11,0,8,10.97,0
3.37,CSE,75,62,64,1316,LeetCode,1,0,1,2,3,13,62,48,62,63,57,81,56,18,46,61.86,1
3.03,English,81,73,66,1664,CodeChef,3,3,0,3,2,7,77,73,70,76,85,97,74,63,79,74.76,1
2.19,English,10,13,8,123,CodeChef,0,0,0,0,0,0,18,6,14,9,14,21,14,0,18,9.06,0
2.54,Civil,46,40,38,594,HackerRank,1,1,1,2,2,7,36,33,41,43,43,66,38,17,29,36.97,0
2.67,CSE,37,35,33,721,LeetCode,2,2,0,2,2,9,27,22,33,32,31,83,28,40,29,35.02,0
3.42,CSE,72,72,66,1497,CodeChef,0,4,1,4,3,14,68,56,84,75,63,84,59,78,57,67.67,1
3.74,CSE,98,100,93,2201,LeetCode,3,3,0,3,5,20,90,69,90,93,87,100,80,55,91,94.12,1
2,CSE,16,27,23,591,HackerRank,0,0,0,1,0,0,23,22,20,17,18,15,6,9,23,14.02,0
3.3,B.B.A,68,71,71,1214,CodeChef,0,1,0,1,3,14,86,66,59,58,76,64,72,39,67,64.39,1
2.06,CSE,24,20,22,362,CodeChef,0,0,0,1,2,8,19,13,20,25,9,52,11,9,8,14.57,0
3.07,EEE,62,73,60,1677,LeetCode,2,3,0,2,4,18,62,74,67,68,67,100,50,64,59,64.65,1
2.95,CSE,63,45,42,1322,HackerRank,1,3,1,1,3,15,61,48,49,54,51,83,37,57,43,53.69,0
2.25,CSE,29,24,36,692,CodeChef,0,2,1,0,1,5,21,15,31,22,22,27,1,19,20,22.88,0
2.55,Pharmacy,28,29,31,397,CodeChef,0,1,0,1,0,0,30,33,14,19,26,13,13,30,23,23.92,0
2.49,B.B.A,10,18,8,308,CodeChef,0,0,0,0,0,0,37,31,17,13,23,6,15,2,17,17.02,1
2.3,CSE,15,11,17,384,LeetCode,0,3,0,0,1,3,17,20,20,13,10,21,19,41,5,14.74,1
3.23,CSE,83,82,74,1897,HackerRank,0,3,1,2,2,8,71,62,90,81,76,55,61,57,69,69.51,1
3.67,Civil,77,78,81,1999,Codeforces,1,4,1,5,4,17,83,80,82,83,86,100,64,67,84,81.75,1
2.68,CSE,39,47,33,1222,HackerRank,1,1,1,1,0,0,35,41,44,41,32,25,30,24,32,35.06,1
2.67,CSE,53,49,47,1115,CodeChef,2,2,0,1,2,8,55,38,52,56,45,72,47,40,36,48.06,0
3.47,CSE,60,56,52,1497,HackerRank,2,2,0,0,4,14,43,46,57,55,43,86,33,44,53,56.71,1
3.74,CSE,100,100,97,2243,Codeforces,2,4,0,4,2,9,96,97,99,94,87,100,79,70,88,91.19,1
3.53,EEE,87,83,80,2166,CodeChef,0,3,0,4,4,20,84,77,100,87,83,100,76,59,73,76.14,1
3.04,CSE,93,94,80,2203,Codeforces,1,5,1,5,5,20,90,73,91,93,86,100,76,92,76,83.36,1
3.36,Civil,70,55,42,1237,LeetCode,1,1,0,1,0,4,71,50,49,62,69,29,57,29,60,57.55,0
2.37,CSE,21,10,19,286,Codeforces,3,0,0,1,1,4,10,12,13,14,3,71,19,0,0,19.7,0
3.19,EEE,68,64,55,1395,CodeChef,1,1,0,5,4,15,62,42,56,74,56,100,52,33,59,59.95,1
3.52,EEE,100,100,89,2180,Codeforces,1,5,1,4,5,20,90,92,98,99,96,100,93,92,87,91.37,1
3.65,Pharmacy,85,88,84,1810,HackerRank,3,3,0,4,4,17,87,96,78,87,91,100,79,66,80,88.16,1
3.72,CSE,96,78,74,1890,LeetCode,3,3,0,4,5,20,95,70,76,91,88,100,79,69,77,88.54,1
3.36,EEE,59,59,75,1049,HackerRank,1,3,0,4,1,4,57,33,50,54,61,65,53,52,49,58.15,0
2.3,EEE,19,24,23,482,Codeforces,0,1,0,1,1,3,13,20,14,20,12,37,8,17,17,17,0
2.05,English,9,11,5,194,Codeforces,0,0,0,0,0,0,25,14,0,4,20,6,20,17,19,9.95,0
2.57,CSE,39,41,31,709,CodeChef,1,0,0,0,1,2,26,34,42,28,30,32,25,15,33,29.72,1
3.76,Civil,85,90,75,2064,HackerRank,2,4,1,5,5,18,83,68,95,92,83,100,81,88,77,88.84,1
2.37,CSE,29,30,12,411,LeetCode,1,0,0,0,1,3,22,21,20,18,21,35,12,12,15,22.15,0
3.19,Pharmacy,57,60,47,1439,LeetCode,1,1,0,2,1,4,56,54,42,50,53,47,44,19,59,51.22,0
3.42,B.B.A,71,66,52,1675,LeetCode,0,3,1,3,3,13,75,67,78,75,77,75,58,46,75,68.02,0
2.24,CSE,38,44,44,1001,LeetCode,0,1,0,3,2,8,39,41,47,50,47,62,31,16,46,35.56,0
3.31,EEE,71,61,73,1624,CodeChef,1,2,1,3,3,15,58,53,57,56,64,92,42,43,57,62.1,1
2.35,CSE,51,31,46,677,LeetCode,2,1,1,2,0,0,19,20,33,27,26,53,17,14,22,32.69,0
3.06,B.B.A,41,45,39,991,HackerRank,2,1,0,3,1,5,52,42,49,43,41,72,50,20,42,44.21,0
3.3,Civil,66,67,62,1364,LeetCode,2,0,0,2,4,15,66,44,61,61,67,100,61,13,72,61.38,1
3.64,CSE,87,86,81,1930,HackerRank,3,5,1,5,5,20,91,81,80,91,89,100,71,95,90,89.96,1
3.53,CSE,100,90,87,2205,Codeforces,2,2,1,3,4,18,93,76,88,84,83,100,93,45,76,85.49,1
2,EEE,26,25,7,543,HackerRank,0,1,0,0,2,6,6,13,23,23,14,44,23,35,4,12.48,0
2.18,CSE,42,36,35,1069,CodeChef,2,0,0,2,3,12,39,29,45,34,32,95,36,0,26,35.17,0
2.03,CSE,30,17,31,368,CodeChef,1,0,0,1,2,6,9,16,29,21,17,60,6,0,13,17.24,0
2,Pharmacy,9,12,7,33,Codeforces,0,0,0,0,0,0,12,13,0,2,10,14,5,0,13,6.38,0
2.53,CSE,29,22,29,695,CodeChef,0,0,0,2,2,9,28,13,35,26,30,55,22,14,16,24.93,0
3.3,CSE,62,61,64,1422,HackerRank,1,2,0,1,3,13,55,58,70,59,54,79,34,47,53,57.36,1
2.97,CSE,57,55,60,1195,Codeforces,3,3,0,4,2,9,52,48,57,59,54,100,47,40,48,59.48,1
2.55,CSE,44,32,45,1158,Codeforces,2,2,0,2,1,4,38,34,38,37,38,72,35,42,40,38.79,0
3.8,B.B.A,99,93,75,2271,CodeChef,0,5,1,3,4,18,89,96,86,100,84,84,95,100,89,87.66,1
2.42,English,22,12,12,239,CodeChef,0,0,0,0,0,0,29,19,4,3,18,10,19,3,27,14.31,0
3.38,CSE,64,64,51,1500,LeetCode,1,2,1,4,4,16,58,38,52,56,53,100,60,48,45,60.94,1
2.26,EEE,27,23,5,459,LeetCode,1,0,0,1,0,0,8,11,11,17,18,33,18,7,10,16.45,0
2,CSE,15,19,16,455,Codeforces,1,1,0,0,1,4,6,0,25,15,15,43,6,23,11,14.4,0
3.14,B.B.A,53,51,46,905,Codeforces,1,4,1,2,3,13,63,68,41,46,63,85,54,71,58,57.69,1
3.15,CSE,74,65,70,1525,HackerRank,1,2,1,1,3,10,53,61,64,65,56,74,61,38,48,60.69,1
3.84,CSE,92,96,91,2109,HackerRank,3,4,1,5,3,13,87,70,92,97,94,100,73,79,83,94.27,1
2.67,CSE,48,39,43,1003,CodeChef,0,3,0,2,3,12,44,44,48,44,41,65,29,50,38,41.34,0
2.77,CSE,52,52,38,1271,HackerRank,0,3,0,4,2,9,38,34,40,35,38,62,25,63,51,37.76,1
3.21,B.B.A,44,58,57,1372,HackerRank,1,2,1,3,2,8,71,62,49,63,74,77,58,39,54,58.96,1
4,EEE,78,70,65,1780,LeetCode,2,3,0,4,3,14,83,66,78,82,79,100,66,57,75,81.32,1
3.01,EEE,67,67,68,1199,Codeforces,0,1,0,2,4,15,58,49,61,58,60,80,46,19,45,54.81,0
2.41,B.B.A,0,6,7,42,CodeChef,0,0,0,0,0,0,13,23,19,12,10,11,20,0,9,10.38,0
3.03,EEE,58,52,47,1250,LeetCode,1,3,1,2,2,8,55,50,58,57,53,61,53,50,52,52.92,0
3.13,CSE,66,61,65,1356,LeetCode,1,3,0,1,4,14,65,66,74,74,76,79,44,51,67,64.5,1
2.95,CSE,55,77,55,1152,Codeforces,3,4,0,2,5,20,46,59,65,62,53,100,42,79,49,61.69,1
2.65,CSE,52,50,47,1225,HackerRank,0,4,0,1,2,8,62,46,58,54,56,59,53,85,55,46.33,0
3.58,EEE,87,91,68,2056,Codeforces,1,2,0,2,4,16,98,82,91,92,88,97,87,54,76,82.88,1
3.18,EEE,71,74,62,1664,Codeforces,2,2,1,3,4,16,71,72,72,63,64,100,53,35,65,67.81,1
2.7,CSE,38,40,39,1197,LeetCode,1,1,1,0,0,0,24,26,38,35,35,17,31,23,37,34.29,1
3.01,CSE,71,78,70,1547,HackerRank,3,3,1,2,4,14,62,60,68,74,66,100,49,60,59,71.14,1
3.71,EEE,73,78,79,1755,HackerRank,2,4,1,3,5,20,67,56,80,75,71,100,70,61,65,76.59,1
2.15,Pharmacy,10,13,18,254,Codeforces,1,0,0,0,0,0,15,9,1,7,13,21,8,19,11,12.54,0
2,CSE,33,19,28,552,Codeforces,1,0,0,1,2,9,26,16,16,27,22,64,13,0,16,21.88,0
3.26,English,31,27,19,738,HackerRank,0,0,0,1,1,3,45,43,31,27,36,31,29,6,44,33.18,1
4,B.B.A,86,80,91,2251,HackerRank,3,2,1,3,5,19,100,84,78,85,91,100,91,41,82,91.06,1
2.48,CSE,27,33,23,464,Codeforces,0,2,0,0,0,0,14,4,22,24,24,3,0,37,12,20.37,1
2.38,CSE,42,32,41,857,LeetCode,1,2,1,4,1,4,21,33,25,27,29,61,17,41,20,30.64,0
4,CSE,95,94,82,2341,CodeChef,3,5,0,4,5,19,93,78,100,100,96,100,88,81,88,97.02,1
3.31,Civil,56,47,62,1049,Codeforces,0,3,0,1,3,11,62,51,46,54,56,50,37,45,53,53.98,0
4,Pharmacy,100,90,75,1785,Codeforces,2,5,1,4,2,10,95,87,76,88,99,97,85,97,72,91.77,1
2.71,CSE,48,47,51,971,Codeforces,0,4,0,1,3,11,40,32,61,49,42,59,33,74,39,42.06,0
3.28,B.B.A,67,76,55,1528,CodeChef,0,1,0,2,3,13,79,79,66,67,70,73,62,23,80,62,1
2,CSE,32,23,16,510,HackerRank,0,2,0,0,0,1,15,14,11,17,13,11,10,27,20,14.71,0
3.73,CSE,100,99,83,2389,Codeforces,2,5,1,5,5,20,94,75,93,100,92,100,95,100,89,95.7,1
2.24,B.B.A,11,5,0,0,Codeforces,0,1,1,0,0,0,15,17,0,6,3,10,12,17,10,9.26,0
4,English,79,76,69,1665,CodeChef,2,4,1,3,3,10,98,93,70,83,90,88,79,75,85,86.7,1
2.92,CSE,59,57,47,1114,LeetCode,2,2,1,1,5,19,46,60,58,57,51,100,40,28,36,55.95,1
4,EEE,100,95,89,2283,CodeChef,3,5,1,3,5,20,100,85,100,100,93,100,83,98,97,99.71,1
3.66,EEE,96,92,92,2065,LeetCode,0,4,1,4,5,20,100,96,96,99,97,100,91,80,95,89.56,1
2.36,Pharmacy,19,24,13,71,Codeforces,1,1,1,0,2,7,19,18,16,9,14,55,7,17,5,19.06,0
2.03,EEE,8,10,6,57,LeetCode,1,0,0,1,1,3,12,10,11,2,2,51,3,0,4,5.66,0
2.38,CSE,40,39,37,952,HackerRank,1,1,0,2,0,1,26,23,42,37,32,33,31,20,26,30.76,0
2.22,CSE,40,39,42,685,CodeChef,1,2,0,2,2,10,28,21,34,43,33,64,33,25,19,33.48,0
3.08,CSE,65,57,43,1104,CodeChef,0,1,0,1,3,13,51,46,55,52,51,73,45,12,52,48.49,1
2.36,CSE,8,13,13,214,HackerRank,0,1,0,0,0,2,0,16,7,4,4,6,0,18,9,9.69,0
2.11,CSE,34,27,31,604,CodeChef,0,1,0,0,0,0,20,24,23,28,20,9,24,20,14,18.38,1
3.07,CSE,71,75,59,1425,CodeChef,1,2,0,3,2,8,63,40,61,70,66,77,66,50,57,60.63,1
2.3,Pharmacy,6,7,3,153,Codeforces,0,0,0,0,0,0,6,7,4,10,9,7,9,0,17,5.98,0
3.38,CSE,71,64,56,1380,Codeforces,1,3,0,0,4,17,56,48,57,58,56,100,52,67,49,59.44,0
2.13,EEE,10,17,25,265,CodeChef,0,0,0,0,0,2,4,1,6,7,1,10,2,0,8,8.69,0
3.47,Civil,48,56,56,1446,HackerRank,0,4,0,3,2,10,60,54,59,54,54,71,62,77,38,55.64,1
2.68,CSE,50,55,27,1136,Codeforces,2,1,1,2,3,13,33,38,51,45,40,94,39,29,44,44.09,0
3.41,CSE,58,57,53,1445,CodeChef,1,3,0,5,1,5,51,55,50,60,55,77,46,47,50,54.25,0
2.8,CSE,66,64,58,1205,HackerRank,1,3,0,3,1,5,59,48,55,62,56,68,52,55,48,53.18,0
3.62,EEE,92,89,91,1842,CodeChef,1,4,1,3,3,14,74,64,82,90,83,92,82,77,79,82.3,1
3.78,Pharmacy,80,72,78,1612,LeetCode,2,4,1,3,3,14,88,70,84,84,92,98,79,71,89,84.61,1
3.63,EEE,91,100,76,2428,Codeforces,3,3,0,5,5,20,94,89,92,95,87,100,95,66,79,90.57,1
2.89,EEE,47,44,54,888,CodeChef,1,3,1,3,2,10,39,33,33,40,44,74,36,57,36,44.73,0
3.8,CSE,95,100,90,2080,Codeforces,2,3,0,4,4,16,95,81,100,100,100,100,83,52,100,93.33,1
3.93,CSE,100,95,97,2253,CodeChef,3,4,0,4,4,19,97,87,96,100,100,100,87,68,95,97.35,1
2.68,CSE,39,38,35,722,LeetCode,0,2,1,2,4,14,20,29,41,39,31,77,36,39,27,33.97,0
2.55,EEE,51,37,44,836,CodeChef,1,0,1,2,3,11,39,50,46,49,49,90,28,29,48,42.82,1
2.26,CSE,20,26,19,126,HackerRank,0,1,0,0,0,2,6,1,7,13,4,12,3,18,7,12.04,0
3.23,B.B.A,58,52,42,1037,Codeforces,1,3,0,3,2,8,67,57,47,46,59,71,45,72,59,53.7,0
2.52,Civil,42,46,32,678,LeetCode,2,1,0,2,2,7,47,26,42,35,49,72,17,21,38,41.49,1
4,CSE,96,100,82,2185,CodeChef,2,3,1,3,5,20,99,75,100,99,93,100,87,65,90,93.47,1
2.95,EEE,67,66,54,1256,LeetCode,1,1,0,2,4,16,54,39,69,63,55,93,58,25,52,55.87,1
3.3,EEE,71,60,59,1383,LeetCode,3,4,0,2,3,11,62,48,65,59,61,100,44,70,54,66.62,1
2.37,EEE,40,32,35,486,HackerRank,0,1,0,0,1,4,15,34,29,37,31,17,22,36,39,26.05,1
3.67,CSE,100,92,100,1967,Codeforces,2,4,0,4,5,20,95,83,98,98,86,100,89,76,89,91.28,1
3.76,CSE,91,94,95,2230,CodeChef,3,1,0,3,2,9,90,78,96,94,84,100,73,37,82,87.91,1
2.8,CSE,39,43,45,840,HackerRank,1,2,0,0,2,8,32,24,37,30,31,59,15,22,31,34.55,0
3.66,EEE,68,65,62,1369,CodeChef,0,4,1,2,4,15,66,55,73,70,67,82,64,70,65,66.33,1
3.15,EEE,86,79,73,1992,CodeChef,1,3,1,4,1,6,69,65,80,83,77,57,81,64,74,71.33,1
3.02,CSE,48,44,55,1257,HackerRank,1,1,1,3,3,13,48,50,59,49,45,90,37,28,39,49.1,0
2.5,EEE,19,24,2,583,Codeforces,0,0,1,0,0,0,12,23,17,14,13,14,8,0,13,13.69,0
2.25,CSE,43,29,31,626,HackerRank,0,1,1,0,0,0,27,30,22,28,29,5,29,27,20,25.6,0
3.93,CSE,91,85,68,1972,LeetCode,3,4,0,4,4,15,84,73,85,97,78,100,82,88,65,89.19,1
3.15,B.B.A,50,44,45,979,CodeChef,3,2,0,1,2,7,71,44,53,51,61,85,26,38,65,59.37,1
4,CSE,100,96,84,2260,HackerRank,2,4,1,4,5,20,100,83,100,100,89,100,76,68,92,95.86,1
2.19,CSE,24,31,29,556,HackerRank,2,2,0,0,0,0,19,17,26,27,26,35,25,29,16,25,1
2.37,EEE,33,27,20,473,CodeChef,2,1,0,0,0,0,22,26,23,22,26,31,11,26,25,25.75,1
3.17,Pharmacy,58,59,56,1229,Codeforces,2,3,0,3,2,10,64,55,60,57,59,95,57,60,54,59.93,1
3.43,CSE,73,61,69,1379,LeetCode,3,2,0,4,2,11,55,62,85,72,57,100,61,38,57,67.16,1
3.44,EEE,88,73,68,1524,HackerRank,2,0,0,2,5,19,76,74,74,74,78,100,68,25,67,74.49,1
3.14,English,51,49,37,1161,CodeChef,2,3,1,2,4,15,63,59,53,53,62,100,56,65,59,58.74,1
3.49,EEE,83,81,70,1823,Codeforces,3,4,0,3,3,13,74,59,67,71,67,100,80,80,78,76.95,1
2.3,English,5,0,0,10,CodeChef,0,0,0,0,0,0,17,16,1,0,10,9,14,22,12,7.18,0
4,CSE,100,87,80,2071,HackerRank,3,3,0,2,5,20,89,83,97,100,95,100,89,60,95,93.83,1
2.66,Pharmacy,34,31,48,996,LeetCode,0,0,0,2,0,2,37,28,35,28,32,21,27,15,20,28.29,0
